File Name,Labels
mjms2co2,"['correct', 'correct', 'correct', 'correct', 'stutter', 'correct', 'correct']"
mjms2dq2,"['correct', 'correct', 'correct', 'stutter', 'correct', 'correct', 'correct']"
mjms2ct2,"['stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
mjms2ch2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
mjms2ck2,"['correct', 'stutter', 'correct', 'correct', 'correct']"
mjms2ag1,"['correct', 'correct', 'correct']"
mjms2as1,"['correct', 'correct', 'correct']"
mjms2ak2,"['correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct']"
mjms2ad2,"['correct', 'correct', 'correct', 'correct', 'correct', 'stutter', 'correct', 'correct']"
mjms2ap2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
mjms2cq2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
mjms2by2,"['correct', 'correct', 'correct']"
mjms2bj2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
mjms2cg2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
mjms2bf2,"['correct', 'correct', 'correct', 'correct', 'stutter', 'correct', 'repeat', 'correct', 'correct', 'correct']"
mjms2dh2,"['correct', 'correct', 'correct', 'stutter', 'stutter', 'correct']"
mjms2br2,"['correct', 'correct', 'correct', 'stutter', 'correct', 'correct']"
mjms2cu2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
mjms2cw2,"['correct', 'correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
mjms2bc1,"['correct', 'correct', 'correct', 'correct', 'correct']"
mjms2dj2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
mjms2df2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
mjms2bx2,"['correct', 'correct', 'correct']"
mjms2ba1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
mjms2cm2,"['stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
mjms2bv1,"['correct', 'correct', 'correct', 'correct', 'correct']"
mjms2bu2,"['correct', 'correct', 'correct', 'correct', 'correct']"
mjms2aj2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
mjms2aa2,"['incorrect', 'correct', 'correct', 'correct', 'correct', 'correct']"
mjms2dn2,"['correct', 'correct', 'correct', 'stutter', 'correct', 'correct', 'correct', 'stutter']"
mjms2cx2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'stutter', 'correct', 'correct']"
mjms2cy2,"['stutter', 'correct', 'repeat', 'stutter', 'incorrect', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
mjms2cr2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'stutter']"
mjms2au2,"['correct', 'correct', 'stutter', 'correct', 'correct', 'correct', 'correct']"
mjms2db2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'stutter']"
mjms2bt1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
mjms2al2,"['correct', 'correct', 'correct', 'correct', 'correct']"
mjms2bn1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
mjms2dd1,"['correct', 'correct', 'correct', 'correct']"
mjms2dr2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'skip', 'correct', 'correct', 'correct', 'stutter', 'correct']"
mjms2du2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
mjms2cc2,"['correct', 'correct', 'correct', 'correct', 'correct', 'stutter', 'correct', 'stutter', 'correct']"
mjms2bi2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
mjms2ao2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
mjms2ce2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
mjms2ds2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
mjms2be2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2br1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2cx2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'stutter', 'stutter', 'correct', 'correct', 'correct']"
msjd2cs2,"['skip', 'stutter', 'correct', 'correct', 'correct', 'stutter', 'stutter', 'stutter']"
msjd2dq1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2bh1,"['correct', 'correct', 'correct', 'correct']"
msjd2ct2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'skip']"
msjd2cv2,"['correct', 'correct', 'correct', 'correct', 'correct', 'skip', 'skip']"
msjd2da2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'skip', 'skip', 'skip']"
msjd2an2,"['skip', 'skip', 'skip', 'skip', 'correct', 'correct', 'correct']"
msjd2ca2,"['correct', 'correct', 'correct', 'stutter', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2au2,"['stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2ar2,"['correct', 'incorrect', 'correct', 'correct', 'correct', 'correct', 'stutter', 'correct', 'correct', 'correct', 'correct']"
msjd2dn2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2bf1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2cq1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2aj1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2cj1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2cz2,"['skip', 'correct', 'correct', 'incorrect', 'correct', 'correct', 'correct']"
msjd2bo2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'stutter', 'correct', 'correct', 'correct', 'correct']"
msjd2bj2,"['incorrect', 'correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'stutter']"
msjd2ap2,"['correct', 'correct', 'stutter', 'correct', 'correct', 'correct']"
msjd2bw1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2dl2,"['correct', 'correct', 'correct', 'stutter', 'correct', 'stutter', 'correct', 'correct', 'correct']"
msjd2ck2,"['skip', 'skip', 'correct', 'correct', 'correct']"
msjd2dg2,"['correct', 'correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2ae1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2bv2,"['stutter', 'correct', 'correct', 'correct', 'correct']"
msjd2al2,"['correct', 'correct', 'correct', 'correct', 'correct']"
msjd2cd1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2ai2,"['stutter', 'correct', 'correct', 'correct', 'stutter', 'correct', 'correct', 'correct']"
msjd2cu2,"['correct', 'stutter', 'stutter', 'correct', 'skip', 'skip', 'skip', 'skip']"
msjd2do2,"['correct', 'correct', 'correct', 'correct', 'correct', 'incorrect', 'incorrect', 'correct']"
msjd2bp2,"['correct', 'correct', 'correct', 'incorrect', 'correct']"
msjd2be1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2ba2,"['correct', 'correct', 'correct', 'correct', 'correct', 'stutter']"
msjd2ch2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2di1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2at1,"['correct', 'correct', 'correct', 'correct']"
msjd2ak2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2dm2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'stutter', 'correct']"
msjd2av1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2cc1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2aq1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2db2,"['skip', 'skip', 'skip', 'correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2cm2,"['stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2bq1,"['correct', 'correct', 'correct', 'correct']"
msjd2dr1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2ao2,"['skip', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2bm2,"['skip', 'correct', 'stutter', 'correct', 'correct', 'correct', 'stutter', 'correct']"
msjd2cl2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2co2,"['stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2dp1,"['correct', 'correct', 'correct', 'correct', 'correct']"
msjd2bc1,"['correct', 'correct', 'correct', 'correct', 'correct']"
msjd2cn2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'stutter']"
msjd2cb1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2dj2,"['correct', 'skip', 'skip', 'skip', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2dv2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'stutter']"
msjd2ab1,"['correct', 'correct', 'correct', 'correct', 'correct']"
msjd2ce1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2af2,"['skip', 'stutter', 'correct', 'correct', 'correct', 'correct']"
msjd2bz1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2bb2,"['skip', 'skip', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2bk2,"['correct', 'correct', 'correct', 'correct', 'correct', 'stutter', 'correct']"
msjd2by1,"['correct', 'correct', 'correct']"
msjd2as1,"['correct', 'correct', 'correct']"
msjd2dd1,"['correct', 'correct', 'correct', 'correct']"
msjd2bs1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2ad1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2am1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2ag1,"['correct', 'correct', 'correct']"
msjd2ac2,"['repeat', 'correct', 'correct', 'correct']"
msjd2aw1,"['correct', 'correct', 'correct', 'correct']"
msjd2bx1,"['correct', 'correct', 'correct']"
msjd2df1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2dk2,"['skip', 'correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2cg1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2ah2,"['skip', 'stutter', 'stutter', 'correct', 'correct']"
msjd2dc2,"['skip', 'skip', 'skip', 'correct', 'correct', 'correct', 'stutter', 'correct', 'correct']"
msjd2cp2,"['incorrect', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2az2,"['correct', 'correct', 'correct', 'stutter', 'correct']"
msjd2bn1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2cy2,"['correct', 'correct', 'incorrect', 'correct', 'incorrect', 'correct', 'stutter', 'correct', 'correct', 'correct', 'correct']"
msjd2ds2,"['correct', 'correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2aa2,"['correct', 'correct', 'stutter', 'correct', 'correct', 'correct']"
msjd2bt1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2dt2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2dh2,"['correct', 'correct', 'correct', 'correct', 'skip', 'skip']"
msjd2bu2,"['correct', 'correct', 'correct', 'correct', 'stutter']"
msjd2bd2,"['incorrect', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2bg2,"['correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2ay2,"['stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2du1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2cw2,"['correct', 'correct', 'skip', 'skip', 'correct', 'correct', 'correct', 'correct', 'stutter', 'correct', 'correct', 'stutter', 'correct', 'correct']"
msjd2ax1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2ci2,"['skip', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2cf2,"['stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'stutter', 'correct']"
msjd2bi2,"['stutter', 'correct', 'correct', 'correct', 'stutter', 'correct', 'correct']"
msjd2bl1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2cr2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
msjd2de1,"['correct', 'correct', 'correct', 'correct', 'correct']"
fclj1ao2,"['correct', 'correct', 'correct', 'correct', 'stutter', 'correct', 'stutter', 'correct', 'correct', 'correct']"
fclj1ba2,"['stutter', 'correct', 'correct', 'correct', 'stutter', 'correct', 'correct', 'correct', 'stutter', 'correct']"
fclj1af2,"['stutter', 'correct', 'correct', 'correct']"
fclj1ai2,"['correct', 'correct', 'correct', 'correct']"
fclj1al2,"['correct', 'stutter', 'correct', 'correct', 'correct', 'correct']"
fclj1aj2,"['correct', 'correct', 'correct', 'correct', 'correct']"
fclj1ah2,"['correct', 'stutter']"
fclj1ae2,"['stutter', 'stutter', 'correct', 'correct', 'correct', 'correct']"
fclj1ad2,"['correct', 'stutter', 'correct', 'correct']"
fclj1ap2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fclj1ar2,"['correct', 'correct', 'correct', 'repeat', 'stutter', 'stutter', 'correct']"
fclj1at2,"['correct', 'stutter', 'correct', 'correct', 'correct', 'correct']"
fclj1bc2,"['correct', 'correct', 'correct', 'correct', 'correct', 'stutter', 'correct']"
fclj1aw2,"['stutter', 'correct', 'correct', 'correct', 'stutter']"
fclj1ax2,"['correct', 'skip', 'correct', 'correct', 'correct', 'correct']"
fclj1am2,"['stutter', 'correct', 'correct', 'stutter', 'correct', 'correct']"
fclj1as2,"['correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'stutter', 'correct', 'correct']"
fclj1an2,"['correct', 'stutter', 'correct', 'stutter', 'stutter', 'correct']"
fclj1ay2,"['correct', 'skip', 'correct', 'correct', 'correct', 'correct', 'stutter', 'correct', 'stutter', 'correct']"
fclj1aa2,"['stutter', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct']"
fclj1ak2,"['stutter', 'correct', 'correct', 'correct', 'correct', 'correct']"
fclj1bd2,"['correct', 'skip', 'correct', 'stutter', 'stutter']"
fclj1bb2,"['correct', 'correct', 'correct', 'correct', 'stutter', 'correct', 'correct']"
fclj1az2,"['stutter', 'correct', 'correct', 'stutter', 'correct']"
fclj1au2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fclj1av2,"['correct', 'correct', 'correct', 'stutter', 'stutter', 'stutter', 'correct', 'stutter', 'correct', 'correct', 'stutter', 'correct', 'correct']"
fclj1ag2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'repeat', 'correct']"
fclj1ac2,"['correct', 'correct', 'correct', 'correct', 'correct']"
fclj1ab2,"['correct', 'stutter', 'correct', 'correct', 'correct']"
fclj1aq2,"['correct', 'skip', 'correct', 'correct', 'correct']"
fsxe1al2,"['correct', 'correct', 'correct', 'incorrect', 'correct', 'correct']"
fsxe1ae2,"['correct', 'correct', 'stutter', 'correct', 'correct', 'correct']"
fsxe1bl2,"['correct', 'stutter', 'correct', 'correct']"
fsxe1bh2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fsxe1ch2,"['stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fsxe1cj2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fsxe1ag2,"['correct', 'skip', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fsxe1be2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fsxe1bb2,"['correct', 'skip', 'correct', 'correct', 'correct', 'correct', 'correct']"
fsxe1bi2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fsxe1ao2,"['correct', 'correct', 'correct', 'correct', 'correct', 'incorrect', 'stutter', 'correct', 'correct', 'correct']"
fsxe1aj2,"['correct', 'correct', 'correct', 'correct', 'correct']"
fsxe1bg2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'stutter', 'correct']"
fsxe1bn2,"['correct', 'incorrect', 'incorrect', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fsxe1bu2,"['stutter', 'correct', 'correct', 'skip', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fsxe1ab2,"['correct', 'correct', 'correct', 'correct', 'correct']"
fsxe1bp2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fsxe1cf2,"['incorrect', 'correct', 'correct', 'correct', 'correct']"
fsxe1bx2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fsxe1bf2,"['correct', 'skip', 'correct', 'correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'stutter']"
fsxe1cm2,"['correct', 'correct', 'correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct']"
fsxe1bq2,"['correct', 'correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'stutter']"
fsxe1ci2,"['correct', 'correct', 'correct', 'correct', 'correct']"
fsxe1ck2,"['correct', 'correct', 'correct', 'stutter', 'correct', 'correct', 'correct', 'correct']"
fsxe1av2,"['correct', 'correct', 'correct', 'correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fsxe1ce2,"['correct', 'incorrect', 'correct', 'correct', 'correct', 'correct']"
fsxe1bz2,"['correct', 'skip', 'stutter', 'correct']"
fsxe1ca2,"['correct', 'correct', 'stutter', 'correct', 'correct', 'correct', 'correct']"
fsxe1bt2,"['correct', 'correct', 'correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct']"
fsxe1am2,"['correct', 'stutter', 'correct', 'stutter', 'correct', 'correct']"
fsxe1by2,"['correct', 'correct', 'correct', 'correct', 'correct']"
fsxe1ad2,"['correct', 'skip', 'correct', 'correct']"
fsxe1az2,"['correct', 'correct', 'correct', 'correct', 'correct']"
fsxe1at2,"['correct', 'stutter', 'incorrect', 'correct', 'correct', 'repeat']"
fsxe1bc2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fsxe1aw2,"['correct', 'correct', 'correct', 'correct', 'correct']"
fsxe1bw2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fsxe1ar2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fsxe1cg2,"['correct', 'correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct']"
fsxe1ak2,"['correct', 'correct', 'correct', 'skip', 'correct', 'stutter']"
fsxe1bv2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fsxe1aa2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fsxe1bj2,"['correct', 'correct', 'correct', 'correct', 'correct']"
fsxe1bs2,"['correct', 'correct', 'correct', 'correct', 'correct', 'stutter', 'correct', 'correct', 'skip', 'correct', 'stutter', 'correct']"
fsxe1ay2,"['correct', 'skip', 'correct', 'correct', 'correct', 'stutter', 'correct', 'correct', 'stutter', 'correct']"
fsxe1ap2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fsxe1ba2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fsxe1cc2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fsxe1af2,"['correct', 'correct', 'correct', 'correct']"
fsxe1au2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'incorrect', 'stutter', 'correct', 'correct']"
fsxe1bk2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fsxe1bd2,"['stutter', 'correct', 'correct', 'correct', 'correct']"
fsxe1ai2,"['correct', 'correct', 'skip', 'correct']"
fsxe1an2,"['repeat', 'correct', 'incorrect', 'stutter', 'incorrect', 'correct']"
fsxe1bm2,"['correct', 'skip', 'correct', 'correct', 'correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct']"
fsxe1as2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'stutter', 'correct']"
fsxe1bo2,"['correct', 'correct', 'correct', 'correct', 'correct']"
fsxe1ax2,"['correct', 'correct', 'correct', 'correct', 'correct', 'stutter']"
fsxe1cb2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fsxe1ah2,"['correct', 'skip']"
fsxe1br2,"['stutter', 'correct', 'correct', 'correct', 'stutter']"
fsxe1cd2,"['stutter', 'correct', 'correct', 'correct', 'correct']"
fsxe1cl2,"['stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fkrh2cs2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fkrh2ae1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fkrh2cc2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fkrh2dv2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fkrh2av2,"['correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fkrh2dr2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'skip', 'correct', 'correct', 'correct']"
fkrh2ag2,"['correct', 'correct', 'stutter']"
fkrh2dp2,"['correct', 'correct', 'correct', 'correct', 'correct']"
fkrh2di2,"['correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct']"
fkrh2as2,"['correct', 'correct', 'stutter']"
fkrh2be2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fkrh2ct2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fkrh2df2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fkrh2az2,"['correct', 'correct', 'correct', 'correct', 'correct']"
fkrh2at2,"['correct', 'correct', 'correct', 'stutter']"
fkrh2bl1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fkrh2dk2,"['correct', 'correct', 'correct', 'correct', 'stutter', 'correct', 'correct', 'correct']"
fkrh2ds2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fkrh2dw2,"['correct', 'correct', 'correct', 'correct', 'correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fkrh2bo1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fkrh2dd2,"['correct', 'correct', 'correct', 'correct']"
fkrh2cz2,"['correct', 'correct', 'correct', 'correct', 'incorrect', 'correct', 'repeat']"
fkrh2cp2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'stutter']"
fkrh2cu2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fkrh2an1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fkrh2ak2,"['correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct']"
fkrh2dc2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fkrh2bh2,"['correct', 'correct', 'correct', 'correct']"
fkrh2ai2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fkrh2am2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fkrh2ch2,"['correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fkrh2bx2,"['correct', 'correct', 'correct']"
fkrh2bt2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fkrh2ba1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fkrh2cl2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fkrh2ay1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fkrh2cj2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'stutter', 'correct', 'correct']"
fkrh2da2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fkrh2bk1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fkrh2dq2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'stutter']"
fkrh2dy2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fkrh2ao2,"['correct', 'correct', 'correct', 'correct', 'skip', 'correct', 'correct']"
fkrh2ab2,"['correct', 'correct', 'skip', 'correct', 'correct']"
fkrh2dg2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fkrh2bc2,"['correct', 'correct', 'correct', 'correct', 'correct']"
fkrh2co2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
